<http://line.me/en/>;rel="original"
,<http://web.archive.org/web/20140815160201/http://line.me/en/>;rel="memento"; datetime="Fri, 15 Aug 2014 16:02:01 GMT"
,<http://web.archive.org/web/20140815224926/http://line.me/en>;rel="memento"; datetime="Fri, 15 Aug 2014 22:49:26 GMT"
,<http://web.archive.org/web/20140815224928/http://line.me/en/>;rel="memento"; datetime="Fri, 15 Aug 2014 22:49:28 GMT"
,<http://web.archive.org/web/20140816012510/http://line.me/en>;rel="memento"; datetime="Sat, 16 Aug 2014 01:25:10 GMT"
,<http://web.archive.org/web/20140816012512/http://line.me/en/>;rel="memento"; datetime="Sat, 16 Aug 2014 01:25:12 GMT"
,<http://web.archive.org/web/20140816040857/http://line.me/en>;rel="memento"; datetime="Sat, 16 Aug 2014 04:08:57 GMT"
,<http://web.archive.org/web/20140816040858/http://line.me/en/>;rel="memento"; datetime="Sat, 16 Aug 2014 04:08:58 GMT"
,<http://web.archive.org/web/20140816063145/http://line.me/en>;rel="memento"; datetime="Sat, 16 Aug 2014 06:31:45 GMT"
,<http://web.archive.org/web/20140816063146/http://line.me/en/>;rel="memento"; datetime="Sat, 16 Aug 2014 06:31:46 GMT"
,<http://web.archive.org/web/20140816065930/http://line.me/en/>;rel="memento"; datetime="Sat, 16 Aug 2014 06:59:30 GMT"
,<http://web.archive.org/web/20140816111229/http://line.me/en>;rel="memento"; datetime="Sat, 16 Aug 2014 11:12:29 GMT"
,<http://web.archive.org/web/20140816111230/http://line.me/en/>;rel="memento"; datetime="Sat, 16 Aug 2014 11:12:30 GMT"
,<http://web.archive.org/web/20140816113527/http://line.me/en>;rel="memento"; datetime="Sat, 16 Aug 2014 11:35:27 GMT"
,<http://web.archive.org/web/20140816113528/http://line.me/en/>;rel="memento"; datetime="Sat, 16 Aug 2014 11:35:28 GMT"
,<http://web.archive.org/web/20140816132322/http://line.me/en>;rel="memento"; datetime="Sat, 16 Aug 2014 13:23:22 GMT"
,<http://web.archive.org/web/20140816132323/http://line.me/en/>;rel="memento"; datetime="Sat, 16 Aug 2014 13:23:23 GMT"
,<http://web.archive.org/web/20140816235110/http://line.me/en/>;rel="memento"; datetime="Sat, 16 Aug 2014 23:51:10 GMT"
,<http://web.archive.org/web/20140817043648/http://line.me/en>;rel="memento"; datetime="Sun, 17 Aug 2014 04:36:48 GMT"
,<http://web.archive.org/web/20140817043649/http://line.me/en/>;rel="memento"; datetime="Sun, 17 Aug 2014 04:36:49 GMT"
,<http://web.archive.org/web/20140817100228/http://line.me/en>;rel="memento"; datetime="Sun, 17 Aug 2014 10:02:28 GMT"
,<http://web.archive.org/web/20140817100229/http://line.me/en/>;rel="memento"; datetime="Sun, 17 Aug 2014 10:02:29 GMT"
,<http://web.archive.org/web/20140817143327/http://line.me/en>;rel="memento"; datetime="Sun, 17 Aug 2014 14:33:27 GMT"
,<http://web.archive.org/web/20140817143328/http://line.me/en/>;rel="memento"; datetime="Sun, 17 Aug 2014 14:33:28 GMT"
,<http://web.archive.org/web/20140817213130/http://line.me/en>;rel="memento"; datetime="Sun, 17 Aug 2014 21:31:30 GMT"
,<http://web.archive.org/web/20140817213132/http://line.me/en/>;rel="memento"; datetime="Sun, 17 Aug 2014 21:31:32 GMT"
,<http://web.archive.org/web/20140817224502/http://line.me/en>;rel="memento"; datetime="Sun, 17 Aug 2014 22:45:02 GMT"
,<http://web.archive.org/web/20140817224504/http://line.me/en/>;rel="memento"; datetime="Sun, 17 Aug 2014 22:45:04 GMT"
,<http://web.archive.org/web/20140818002218/http://line.me/en>;rel="memento"; datetime="Mon, 18 Aug 2014 00:22:18 GMT"
,<http://web.archive.org/web/20140818002219/http://line.me/en/>;rel="memento"; datetime="Mon, 18 Aug 2014 00:22:19 GMT"
,<http://web.archive.org/web/20140818010000/http://line.me/en/>;rel="memento"; datetime="Mon, 18 Aug 2014 01:00:00 GMT"
,<http://web.archive.org/web/20140818010005/http://line.me/en>;rel="memento"; datetime="Mon, 18 Aug 2014 01:00:05 GMT"
,<http://web.archive.org/web/20140818061256/http://line.me/en>;rel="memento"; datetime="Mon, 18 Aug 2014 06:12:56 GMT"
,<http://web.archive.org/web/20140818061258/http://line.me/en/>;rel="memento"; datetime="Mon, 18 Aug 2014 06:12:58 GMT"
,<http://web.archive.org/web/20140818073843/http://line.me/en>;rel="memento"; datetime="Mon, 18 Aug 2014 07:38:43 GMT"
,<http://web.archive.org/web/20140818073844/http://line.me/en/>;rel="memento"; datetime="Mon, 18 Aug 2014 07:38:44 GMT"
,<http://web.archive.org/web/20140818100123/http://line.me/en/>;rel="memento"; datetime="Mon, 18 Aug 2014 10:01:23 GMT"
,<http://web.archive.org/web/20140818124401/http://line.me/en>;rel="memento"; datetime="Mon, 18 Aug 2014 12:44:01 GMT"
,<http://web.archive.org/web/20140818124402/http://line.me/en/>;rel="memento"; datetime="Mon, 18 Aug 2014 12:44:02 GMT"
,<http://web.archive.org/web/20140818124641/http://line.me/en>;rel="memento"; datetime="Mon, 18 Aug 2014 12:46:41 GMT"
,<http://web.archive.org/web/20140818124645/http://line.me/en/>;rel="memento"; datetime="Mon, 18 Aug 2014 12:46:45 GMT"
,<http://web.archive.org/web/20140818125943/http://line.me/en>;rel="memento"; datetime="Mon, 18 Aug 2014 12:59:43 GMT"
,<http://web.archive.org/web/20140818125946/http://line.me/en/>;rel="memento"; datetime="Mon, 18 Aug 2014 12:59:46 GMT"
,<http://web.archive.org/web/20140818181000/http://line.me/en>;rel="memento"; datetime="Mon, 18 Aug 2014 18:10:00 GMT"
,<http://web.archive.org/web/20140818181001/http://line.me/en/>;rel="memento"; datetime="Mon, 18 Aug 2014 18:10:01 GMT"
,<http://web.archive.org/web/20140819005955/http://line.me/en>;rel="memento"; datetime="Tue, 19 Aug 2014 00:59:55 GMT"
,<http://web.archive.org/web/20140819005957/http://line.me/en/>;rel="memento"; datetime="Tue, 19 Aug 2014 00:59:57 GMT"
,<http://web.archive.org/web/20140819061845/http://line.me/en>;rel="memento"; datetime="Tue, 19 Aug 2014 06:18:45 GMT"
,<http://web.archive.org/web/20140819061847/http://line.me/en/>;rel="memento"; datetime="Tue, 19 Aug 2014 06:18:47 GMT"
,<http://web.archive.org/web/20140819093009/http://line.me/en>;rel="memento"; datetime="Tue, 19 Aug 2014 09:30:09 GMT"
,<http://web.archive.org/web/20140819093010/http://line.me/en/>;rel="memento"; datetime="Tue, 19 Aug 2014 09:30:10 GMT"
,<http://web.archive.org/web/20140819103747/http://line.me/en/>;rel="memento"; datetime="Tue, 19 Aug 2014 10:37:47 GMT"
,<http://web.archive.org/web/20140819112934/http://line.me/en>;rel="memento"; datetime="Tue, 19 Aug 2014 11:29:34 GMT"
,<http://web.archive.org/web/20140819112935/http://line.me/en/>;rel="memento"; datetime="Tue, 19 Aug 2014 11:29:35 GMT"
,<http://web.archive.org/web/20140819114949/http://line.me/en>;rel="memento"; datetime="Tue, 19 Aug 2014 11:49:49 GMT"
,<http://web.archive.org/web/20140819114953/http://line.me/en/>;rel="memento"; datetime="Tue, 19 Aug 2014 11:49:53 GMT"
,<http://web.archive.org/web/20140819163946/http://line.me/en>;rel="memento"; datetime="Tue, 19 Aug 2014 16:39:46 GMT"
,<http://web.archive.org/web/20140819163947/http://line.me/en/>;rel="memento"; datetime="Tue, 19 Aug 2014 16:39:47 GMT"
,<http://web.archive.org/web/20140820050747/http://line.me/en>;rel="memento"; datetime="Wed, 20 Aug 2014 05:07:47 GMT"
,<http://web.archive.org/web/20140820050748/http://line.me/en/>;rel="memento"; datetime="Wed, 20 Aug 2014 05:07:48 GMT"
,<http://web.archive.org/web/20140820120505/http://line.me/en/>;rel="memento"; datetime="Wed, 20 Aug 2014 12:05:05 GMT"
,<http://web.archive.org/web/20140820155236/http://line.me/en>;rel="memento"; datetime="Wed, 20 Aug 2014 15:52:36 GMT"
,<http://web.archive.org/web/20140820155239/http://line.me/en/>;rel="memento"; datetime="Wed, 20 Aug 2014 15:52:39 GMT"
,<http://web.archive.org/web/20140820213223/http://line.me/en>;rel="memento"; datetime="Wed, 20 Aug 2014 21:32:23 GMT"
,<http://web.archive.org/web/20140820213224/http://line.me/en/>;rel="memento"; datetime="Wed, 20 Aug 2014 21:32:24 GMT"
,<http://web.archive.org/web/20140821094152/http://line.me/en>;rel="memento"; datetime="Thu, 21 Aug 2014 09:41:52 GMT"
,<http://web.archive.org/web/20140821094154/http://line.me/en/>;rel="memento"; datetime="Thu, 21 Aug 2014 09:41:54 GMT"
,<http://web.archive.org/web/20140821173812/http://line.me/en>;rel="memento"; datetime="Thu, 21 Aug 2014 17:38:12 GMT"
,<http://web.archive.org/web/20140821173813/http://line.me/en/>;rel="memento"; datetime="Thu, 21 Aug 2014 17:38:13 GMT"
,<http://web.archive.org/web/20140821234802/http://line.me/en>;rel="memento"; datetime="Thu, 21 Aug 2014 23:48:02 GMT"
,<http://web.archive.org/web/20140821234803/http://line.me/en/>;rel="memento"; datetime="Thu, 21 Aug 2014 23:48:03 GMT"
,<http://web.archive.org/web/20140822000830/http://line.me/en>;rel="memento"; datetime="Fri, 22 Aug 2014 00:08:30 GMT"
,<http://web.archive.org/web/20140822000832/http://line.me/en/>;rel="memento"; datetime="Fri, 22 Aug 2014 00:08:32 GMT"
,<http://web.archive.org/web/20140822032531/http://line.me/en/>;rel="memento"; datetime="Fri, 22 Aug 2014 03:25:31 GMT"
,<http://web.archive.org/web/20140822050044/http://line.me/en/>;rel="memento"; datetime="Fri, 22 Aug 2014 05:00:44 GMT"
,<http://web.archive.org/web/20140822050047/http://line.me/en>;rel="memento"; datetime="Fri, 22 Aug 2014 05:00:47 GMT"
,<http://web.archive.org/web/20140822123034/http://line.me/en>;rel="memento"; datetime="Fri, 22 Aug 2014 12:30:34 GMT"
,<http://web.archive.org/web/20140822123035/http://line.me/en/>;rel="memento"; datetime="Fri, 22 Aug 2014 12:30:35 GMT"
,<http://web.archive.org/web/20140822201844/http://line.me/en>;rel="memento"; datetime="Fri, 22 Aug 2014 20:18:44 GMT"
,<http://web.archive.org/web/20140822201845/http://line.me/en/>;rel="memento"; datetime="Fri, 22 Aug 2014 20:18:45 GMT"
,<http://web.archive.org/web/20140822225347/http://line.me/en>;rel="memento"; datetime="Fri, 22 Aug 2014 22:53:47 GMT"
,<http://web.archive.org/web/20140822225349/http://line.me/en/>;rel="memento"; datetime="Fri, 22 Aug 2014 22:53:49 GMT"
,<http://web.archive.org/web/20140823011324/http://line.me/en/>;rel="memento"; datetime="Sat, 23 Aug 2014 01:13:24 GMT"
,<http://web.archive.org/web/20140823035157/http://line.me/en>;rel="memento"; datetime="Sat, 23 Aug 2014 03:51:57 GMT"
,<http://web.archive.org/web/20140823035158/http://line.me/en/>;rel="memento"; datetime="Sat, 23 Aug 2014 03:51:58 GMT"
,<http://web.archive.org/web/20140823035336/http://line.me/en/>;rel="memento"; datetime="Sat, 23 Aug 2014 03:53:36 GMT"
,<http://web.archive.org/web/20140823043949/http://line.me/en>;rel="memento"; datetime="Sat, 23 Aug 2014 04:39:49 GMT"
,<http://web.archive.org/web/20140823043950/http://line.me/en/>;rel="memento"; datetime="Sat, 23 Aug 2014 04:39:50 GMT"
,<http://web.archive.org/web/20140823122924/http://line.me/en>;rel="memento"; datetime="Sat, 23 Aug 2014 12:29:24 GMT"
,<http://web.archive.org/web/20140823122927/http://line.me/en/>;rel="memento"; datetime="Sat, 23 Aug 2014 12:29:27 GMT"
,<http://web.archive.org/web/20140823125020/http://line.me/en/>;rel="memento"; datetime="Sat, 23 Aug 2014 12:50:20 GMT"
,<http://web.archive.org/web/20140823135810/http://line.me/en>;rel="memento"; datetime="Sat, 23 Aug 2014 13:58:10 GMT"
,<http://web.archive.org/web/20140823135811/http://line.me/en/>;rel="memento"; datetime="Sat, 23 Aug 2014 13:58:11 GMT"
,<http://web.archive.org/web/20140823164947/http://line.me/en>;rel="memento"; datetime="Sat, 23 Aug 2014 16:49:47 GMT"
,<http://web.archive.org/web/20140823164948/http://line.me/en/>;rel="memento"; datetime="Sat, 23 Aug 2014 16:49:48 GMT"
,<http://web.archive.org/web/20140824004419/http://line.me/en>;rel="memento"; datetime="Sun, 24 Aug 2014 00:44:19 GMT"
,<http://web.archive.org/web/20140824004420/http://line.me/en/>;rel="memento"; datetime="Sun, 24 Aug 2014 00:44:20 GMT"
,<http://web.archive.org/web/20140824042811/http://line.me/en/>;rel="memento"; datetime="Sun, 24 Aug 2014 04:28:11 GMT"
,<http://web.archive.org/web/20140824072344/http://line.me/en>;rel="memento"; datetime="Sun, 24 Aug 2014 07:23:44 GMT"
,<http://web.archive.org/web/20140824072346/http://line.me/en/>;rel="memento"; datetime="Sun, 24 Aug 2014 07:23:46 GMT"
,<http://web.archive.org/web/20140824111644/http://line.me/en/>;rel="memento"; datetime="Sun, 24 Aug 2014 11:16:44 GMT"
,<http://web.archive.org/web/20140824211705/http://line.me/en>;rel="memento"; datetime="Sun, 24 Aug 2014 21:17:05 GMT"
,<http://web.archive.org/web/20140824211706/http://line.me/en/>;rel="memento"; datetime="Sun, 24 Aug 2014 21:17:06 GMT"
,<http://web.archive.org/web/20140824223433/http://line.me/en>;rel="memento"; datetime="Sun, 24 Aug 2014 22:34:33 GMT"
,<http://web.archive.org/web/20140824223434/http://line.me/en/>;rel="memento"; datetime="Sun, 24 Aug 2014 22:34:34 GMT"
,<http://web.archive.org/web/20140825002245/http://line.me/en>;rel="memento"; datetime="Mon, 25 Aug 2014 00:22:45 GMT"
,<http://web.archive.org/web/20140825002246/http://line.me/en/>;rel="memento"; datetime="Mon, 25 Aug 2014 00:22:46 GMT"
,<http://web.archive.org/web/20140825003853/http://line.me/en>;rel="memento"; datetime="Mon, 25 Aug 2014 00:38:53 GMT"
,<http://web.archive.org/web/20140825003855/http://line.me/en/>;rel="memento"; datetime="Mon, 25 Aug 2014 00:38:55 GMT"
,<http://web.archive.org/web/20140825044414/http://line.me/en/>;rel="memento"; datetime="Mon, 25 Aug 2014 04:44:14 GMT"
,<http://web.archive.org/web/20140825045818/http://line.me/en>;rel="memento"; datetime="Mon, 25 Aug 2014 04:58:18 GMT"
,<http://web.archive.org/web/20140825045819/http://line.me/en/>;rel="memento"; datetime="Mon, 25 Aug 2014 04:58:19 GMT"
,<http://web.archive.org/web/20140825110821/http://line.me/en>;rel="memento"; datetime="Mon, 25 Aug 2014 11:08:21 GMT"
,<http://web.archive.org/web/20140825110822/http://line.me/en/>;rel="memento"; datetime="Mon, 25 Aug 2014 11:08:22 GMT"
,<http://web.archive.org/web/20140825173105/http://line.me/en>;rel="memento"; datetime="Mon, 25 Aug 2014 17:31:05 GMT"
,<http://web.archive.org/web/20140825173113/http://line.me/en/>;rel="memento"; datetime="Mon, 25 Aug 2014 17:31:13 GMT"
,<http://web.archive.org/web/20140825175357/http://line.me/en/>;rel="memento"; datetime="Mon, 25 Aug 2014 17:53:57 GMT"
,<http://web.archive.org/web/20140826013056/http://line.me/en>;rel="memento"; datetime="Tue, 26 Aug 2014 01:30:56 GMT"
,<http://web.archive.org/web/20140826013057/http://line.me/en/>;rel="memento"; datetime="Tue, 26 Aug 2014 01:30:57 GMT"
,<http://web.archive.org/web/20140826023817/http://line.me/en>;rel="memento"; datetime="Tue, 26 Aug 2014 02:38:17 GMT"
,<http://web.archive.org/web/20140826023818/http://line.me/en/>;rel="memento"; datetime="Tue, 26 Aug 2014 02:38:18 GMT"
,<http://web.archive.org/web/20140826074028/http://line.me/en/>;rel="memento"; datetime="Tue, 26 Aug 2014 07:40:28 GMT"
,<http://web.archive.org/web/20140826080516/http://line.me/en>;rel="memento"; datetime="Tue, 26 Aug 2014 08:05:16 GMT"
,<http://web.archive.org/web/20140826080517/http://line.me/en/>;rel="memento"; datetime="Tue, 26 Aug 2014 08:05:17 GMT"
,<http://web.archive.org/web/20140826091908/http://line.me/en>;rel="memento"; datetime="Tue, 26 Aug 2014 09:19:08 GMT"
,<http://web.archive.org/web/20140826091911/http://line.me/en/>;rel="memento"; datetime="Tue, 26 Aug 2014 09:19:11 GMT"
,<http://web.archive.org/web/20140826113134/http://line.me/en>;rel="memento"; datetime="Tue, 26 Aug 2014 11:31:34 GMT"
,<http://web.archive.org/web/20140826113136/http://line.me/en/>;rel="memento"; datetime="Tue, 26 Aug 2014 11:31:36 GMT"
,<http://web.archive.org/web/20140826124851/http://line.me/en>;rel="memento"; datetime="Tue, 26 Aug 2014 12:48:51 GMT"
,<http://web.archive.org/web/20140826124852/http://line.me/en/>;rel="memento"; datetime="Tue, 26 Aug 2014 12:48:52 GMT"
,<http://web.archive.org/web/20140826133205/http://line.me/en>;rel="memento"; datetime="Tue, 26 Aug 2014 13:32:05 GMT"
,<http://web.archive.org/web/20140826133211/http://line.me/en/>;rel="memento"; datetime="Tue, 26 Aug 2014 13:32:11 GMT"
,<http://web.archive.org/web/20140826150436/http://line.me/en>;rel="memento"; datetime="Tue, 26 Aug 2014 15:04:36 GMT"
,<http://web.archive.org/web/20140826150437/http://line.me/en/>;rel="memento"; datetime="Tue, 26 Aug 2014 15:04:37 GMT"
,<http://web.archive.org/web/20140826201802/http://line.me/en/>;rel="memento"; datetime="Tue, 26 Aug 2014 20:18:02 GMT"
,<http://web.archive.org/web/20140827040322/http://line.me/en>;rel="memento"; datetime="Wed, 27 Aug 2014 04:03:22 GMT"
,<http://web.archive.org/web/20140827040323/http://line.me/en/>;rel="memento"; datetime="Wed, 27 Aug 2014 04:03:23 GMT"
,<http://web.archive.org/web/20140827070638/http://line.me/en>;rel="memento"; datetime="Wed, 27 Aug 2014 07:06:38 GMT"
,<http://web.archive.org/web/20140827070639/http://line.me/en/>;rel="memento"; datetime="Wed, 27 Aug 2014 07:06:39 GMT"
,<http://web.archive.org/web/20140827070809/http://line.me/en>;rel="memento"; datetime="Wed, 27 Aug 2014 07:08:09 GMT"
,<http://web.archive.org/web/20140827070810/http://line.me/en/>;rel="memento"; datetime="Wed, 27 Aug 2014 07:08:10 GMT"
,<http://web.archive.org/web/20140827115146/http://line.me/en>;rel="memento"; datetime="Wed, 27 Aug 2014 11:51:46 GMT"
,<http://web.archive.org/web/20140827115147/http://line.me/en/>;rel="memento"; datetime="Wed, 27 Aug 2014 11:51:47 GMT"
,<http://web.archive.org/web/20140827130628/http://line.me/en/>;rel="memento"; datetime="Wed, 27 Aug 2014 13:06:28 GMT"
,<http://web.archive.org/web/20140827190223/http://line.me/en>;rel="memento"; datetime="Wed, 27 Aug 2014 19:02:23 GMT"
,<http://web.archive.org/web/20140827190224/http://line.me/en/>;rel="memento"; datetime="Wed, 27 Aug 2014 19:02:24 GMT"
,<http://web.archive.org/web/20140828043811/http://line.me/en>;rel="memento"; datetime="Thu, 28 Aug 2014 04:38:11 GMT"
,<http://web.archive.org/web/20140828043812/http://line.me/en/>;rel="memento"; datetime="Thu, 28 Aug 2014 04:38:12 GMT"
,<http://web.archive.org/web/20140828114459/http://line.me/en>;rel="memento"; datetime="Thu, 28 Aug 2014 11:44:59 GMT"
,<http://web.archive.org/web/20140828114500/http://line.me/en/>;rel="memento"; datetime="Thu, 28 Aug 2014 11:45:00 GMT"
,<http://web.archive.org/web/20140828140425/http://line.me/en/>;rel="memento"; datetime="Thu, 28 Aug 2014 14:04:25 GMT"
,<http://web.archive.org/web/20140828154829/http://line.me/en>;rel="memento"; datetime="Thu, 28 Aug 2014 15:48:29 GMT"
,<http://web.archive.org/web/20140828154830/http://line.me/en/>;rel="memento"; datetime="Thu, 28 Aug 2014 15:48:30 GMT"
,<http://web.archive.org/web/20140828165023/http://line.me/en>;rel="memento"; datetime="Thu, 28 Aug 2014 16:50:23 GMT"
,<http://web.archive.org/web/20140828165025/http://line.me/en/>;rel="memento"; datetime="Thu, 28 Aug 2014 16:50:25 GMT"
,<http://web.archive.org/web/20140828231936/http://line.me/en>;rel="memento"; datetime="Thu, 28 Aug 2014 23:19:36 GMT"
,<http://web.archive.org/web/20140828231937/http://line.me/en/>;rel="memento"; datetime="Thu, 28 Aug 2014 23:19:37 GMT"
,<http://web.archive.org/web/20140829004403/http://line.me/en>;rel="memento"; datetime="Fri, 29 Aug 2014 00:44:03 GMT"
,<http://web.archive.org/web/20140829004405/http://line.me/en/>;rel="memento"; datetime="Fri, 29 Aug 2014 00:44:05 GMT"
,<http://web.archive.org/web/20140829110903/http://line.me/en/>;rel="memento"; datetime="Fri, 29 Aug 2014 11:09:03 GMT"
,<http://web.archive.org/web/20140829165622/http://line.me/en>;rel="memento"; datetime="Fri, 29 Aug 2014 16:56:22 GMT"
,<http://web.archive.org/web/20140829165623/http://line.me/en/>;rel="memento"; datetime="Fri, 29 Aug 2014 16:56:23 GMT"
